id,is_laugh
rfdjcfsqq,0.45754759059749456
tsgqmfpef,0.2752676752561901
owjcthkz2,0.25204655112507574
rvgaocjyy,0.4400902404723115
uxtwu5i69,0.8377769686450238
obakrevy2,0.43351167824544135
ufysgofeg,0.5802034563634989
owbo0cjz8,0.6081983598551963
gnjxzlvgb,0.5262482012244769
fbfb83wbu,0.7690536673345649
m8vrg4kvc,0.5068625317356882
t69mmmvst,0.8070268537874765
ulzx4ghj6,0.7121364201411068
gx35spy3j,0.4227772304497675
9fwih2taf,0.38034791293865394
sidpzsisx,0.4816208041211726
3ann0fdx1,0.5853051629530756
sfujns9rr,0.3623090818759134
1ngqnkllc,0.23060149822268441
kaofmroja,0.3634963179796777
qxt2taykk,0.5603720549625117
5amuruxbp,0.3309816310661766
a3ugm9hfq,0.3116208644411796
mc6bur4x9,0.42664937613073467
eh3ptagjw,0.4408540514030749
fqg6xuosa,0.35167694450816955
khrammagz,0.42891780523494144
fkxgihn9v,0.3375036602089006
gz2svzmhm,0.6941210188623337
s0wibeuge,0.35815213948318436
47wjy0eln,0.4241846463657275
gplq76qnf,0.45154196067305374
zewwvpdoi,0.7596559924152466
s9kffulza,0.5690244607292596
mefjs6av9,0.513272891357733
iod7bk8wv,0.8399530097899859
lw5za88fy,0.8099767895598633
zdnm1gsbr,0.4433680081228194
7rn14dqc5,0.30312301129703856
jgh7zghsu,0.16682652452039706
3fn2cbmck,0.3644322587336772
8z9yt1qg1,0.3276929660717388
jnfsrpvyp,0.27886652161978925
n5ck8mvov,0.5463774546704753
v1nlp4yue,0.3269131109157241
y0ytszwbz,0.40060580264257384
896tkhmiu,0.7045881514233548
ggmyvs3we,0.40675667923110836
cnqhq1qmz,0.3043864960203311
orczju1hi,0.5090595697257012
gy2bzmucs,0.6406547713372679
0z2noehez,0.42530437873732635
jxxnnssjk,0.4779619980679195
sy8giuwtv,0.5518142225579805
uvgnqnel9,0.5267693908318406
fapp6ih6m,0.7575773136358981
b2c6k843g,0.5871650773267205
ojpz1wngc,0.24005441435387698
7bg0k9mq0,0.4806771265399773
rm58i1db6,0.42837572007841535
n7anajnhz,0.30679899506350283
ipb2mpmg4,0.30102703125525915
673j84ob7,0.40769492465493096
hjntbi8f3,0.595094978420417
dgem2isnj,0.36829012433395425
c8lwgpnwm,0.22214537167418177
sbtomjzgz,0.20702137512764032
qnlnkdymr,0.44278204123387904
ebqxfu7id,0.7991454978625191
stk3ctlxp,0.800429399044065
wlf2sbkqp,0.4943371217489768
hbyqyasiw,0.28584037899460873
hggxvdgbh,0.3853146346812431
wfseocihg,0.3195672878243504
0d8rb2zs5,0.5945110354360027
hwj1tixw6,0.20854518050460147
qubqui1ru,0.4854257736115731
et19vepal,0.41471634669500484
hllf53g31,0.3165868550135074
jge6ykrr8,0.7162306207400951
cjelb3exo,0.556043861255797
3gl7s1p9x,0.8312009529863555
vh7dil0e4,0.42223038558977033
kicoltvbv,0.41591394658020364
tuhpunei8,0.7606742688258088
pxyamxf3a,0.3929845308769306
kr8iht5yt,0.272416514394524
pdmxywhyk,0.3276186968241479
olp7tvidk,0.364979172705759
hdlkmr1uu,0.39405683937426705
jmvgz1k1y,0.3407621489566507
bqh11vyxe,0.35135437807860276
z3osw03en,0.4343335508047483
0lhr7oyjs,0.730756957429496
zmgtx6qsd,0.7457650632722208
edsfrvpaw,0.3700106264668367
rrmfo6abf,0.41356366762653884
izk9cuqo4,0.5442621001659314
keudcukm3,0.20485108018807288
qoz7izazb,0.3721705676683461
qojxheml7,0.5670457059659297
opkvjmi6b,0.6707080399827781
6ca4gfefq,0.5694414089103917
2um0ji4u3,0.6520150574703373
jzcvr49db,0.6648402346365122
mnnr6qc05,0.7006033110358179
fwsdshocq,0.3077657761715583
ghws0cd9b,0.7855110239154763
jipnrmzdb,0.45660930212413786
jtrpli5fr,0.7554135446007105
dpirw75s4,0.7038733463536309
figczgft9,0.5098502739529803
yfdsgue73,0.5492993928552793
kx0jlxwd6,0.5052319024964356
djmzmy1h1,0.21507719374489262
r1nxs7vqd,0.4327087647466709
amzsmnvuo,0.3797470256406855
8pxr2kfmn,0.4700071835745317
futlmcuxp,0.5098758847432994
wrtahtef8,0.20579499168430596
e7ka6ycro,0.6258912057611864
g0vuysnp6,0.42250472887751833
kynddzsn7,0.4746750520815624
hxbumorux,0.42303936385616375
eailyfhg2,0.4154474533424241
ajxbosyqn,0.5075867832587573
n1plptxfv,0.6230854235792302
bcs7lxivz,0.38541260738950217
cabzwhjyo,0.764813745676271
infjyiksf,0.8059784661731371
lgt2xkxmz,0.7108518450829913
unygwlice,0.5044857418849251
84xqcwijm,0.6727214396274966
tgfjmhlas,0.8242750918360386
xvsvwryh2,0.5715047387952947
e7ozh5stk,0.7755647454853473
izkdb7j2d,0.577220947720925
phjnfqe3w,0.5496736938565583
7tpxfphkh,0.7640507122216296
x1em3pjl8,0.5124460003184703
dn2j2prsi,0.7761809392414617
obnosi2w7,0.3683108800051167
i7typ7hkh,0.600013674132067
vmrrfqrw6,0.6125476639181748
j7sfvzjie,0.6118046717080274
iufqtkdur,0.6075220189216248
c0kcfenv7,0.6800847932913705
s1rgfgvxw,0.6367013527028981
u1wgcwc0g,0.45663162971034066
kqrfkhzf6,0.5325828186855082
xf3oi1z15,0.331469826254403
dlwattumm,0.8656989155269421
h1kyhyt57,0.46809673369727783
ebyhl1cuz,0.47970265059655387
l5noahe7l,0.24058179029426655
dnw4oj0pg,0.3953958803318607
