id,is_laugh
rfdjcfsqq,0.40872139580017075
tsgqmfpef,0.41837275041393374
owjcthkz2,0.30404366046886644
rvgaocjyy,0.40961275945821624
uxtwu5i69,0.8547710584435023
obakrevy2,0.43414608854002185
ufysgofeg,0.5119601618663315
owbo0cjz8,0.7174647387127652
gnjxzlvgb,0.40168451976714187
fbfb83wbu,0.7865750626428858
m8vrg4kvc,0.5859190616596834
t69mmmvst,0.7689164475354084
ulzx4ghj6,0.6769739938590631
gx35spy3j,0.3490909505366826
9fwih2taf,0.5094708531469347
sidpzsisx,0.5181671529164721
3ann0fdx1,0.4533892108357425
sfujns9rr,0.377548855714746
1ngqnkllc,0.21900005139313303
kaofmroja,0.36814162431640207
qxt2taykk,0.4805493485479831
5amuruxbp,0.4312622502997259
a3ugm9hfq,0.26027491455813356
mc6bur4x9,0.45916776433714296
eh3ptagjw,0.4326494716530599
fqg6xuosa,0.5031723854315253
khrammagz,0.3110022957983692
fkxgihn9v,0.2481288988456874
gz2svzmhm,0.6827015351818732
s0wibeuge,0.45039039432950306
47wjy0eln,0.35754891592873334
gplq76qnf,0.541214811380205
zewwvpdoi,0.8012095740797139
s9kffulza,0.7706711596004385
mefjs6av9,0.5505638404527556
iod7bk8wv,0.8725624380162416
lw5za88fy,0.7845320399835665
zdnm1gsbr,0.5323455161706703
7rn14dqc5,0.3911326896142615
jgh7zghsu,0.2946892156232447
3fn2cbmck,0.5481059733573135
8z9yt1qg1,0.35232108203109846
jnfsrpvyp,0.3658000790420487
n5ck8mvov,0.48170252296547333
v1nlp4yue,0.2916262960191153
y0ytszwbz,0.30375344224917933
896tkhmiu,0.6998882378393095
ggmyvs3we,0.3402715716093371
cnqhq1qmz,0.22420514892882343
orczju1hi,0.43455448547506315
gy2bzmucs,0.6459722507082966
0z2noehez,0.4405627189366754
jxxnnssjk,0.49516046365411015
sy8giuwtv,0.6198960854054564
uvgnqnel9,0.5877214766439879
fapp6ih6m,0.6240812065074209
b2c6k843g,0.5649063932716424
ojpz1wngc,0.16071264641107078
7bg0k9mq0,0.39508710114143397
rm58i1db6,0.3940948507253715
n7anajnhz,0.36268424837304786
ipb2mpmg4,0.34309421730165945
673j84ob7,0.350527426342775
hjntbi8f3,0.5062211732648276
dgem2isnj,0.3102210392719918
c8lwgpnwm,0.29531647444454656
sbtomjzgz,0.1468816532529919
qnlnkdymr,0.47495817421201847
ebqxfu7id,0.7820864320023738
stk3ctlxp,0.752785691957292
wlf2sbkqp,0.3612956100573351
hbyqyasiw,0.2768428059287283
hggxvdgbh,0.3334425943380466
wfseocihg,0.35951730611055555
0d8rb2zs5,0.6111319462600017
hwj1tixw6,0.29994033273829895
qubqui1ru,0.6664591088866583
et19vepal,0.34639175698062014
hllf53g31,0.24241627187454914
jge6ykrr8,0.5672088892892544
cjelb3exo,0.4970843775366978
3gl7s1p9x,0.8592635009293547
vh7dil0e4,0.39290776679980693
kicoltvbv,0.4626282932584715
tuhpunei8,0.7280922233912308
pxyamxf3a,0.4564494534851685
kr8iht5yt,0.2300681166322867
pdmxywhyk,0.3027357442256887
olp7tvidk,0.41496649858823514
hdlkmr1uu,0.46776789370775196
jmvgz1k1y,0.30915727755462186
bqh11vyxe,0.39036795364697346
z3osw03en,0.43927594666524633
0lhr7oyjs,0.6847958060173478
zmgtx6qsd,0.6787540857934431
edsfrvpaw,0.5306105551845832
rrmfo6abf,0.38634238676232285
izk9cuqo4,0.6410638950569303
keudcukm3,0.24458331826096216
qoz7izazb,0.3007860394456153
qojxheml7,0.5537128877139621
opkvjmi6b,0.6657805523920288
6ca4gfefq,0.55410934242978
2um0ji4u3,0.6671684385852943
jzcvr49db,0.7261095612082883
mnnr6qc05,0.5558326243634749
fwsdshocq,0.509803693009909
ghws0cd9b,0.800040722109397
jipnrmzdb,0.47780529960849716
jtrpli5fr,0.6687853521269425
dpirw75s4,0.6622919694255007
figczgft9,0.5074980251837445
yfdsgue73,0.6821942518150003
kx0jlxwd6,0.5318403186755776
djmzmy1h1,0.32003398280102857
r1nxs7vqd,0.5696429317191077
amzsmnvuo,0.27833226959305113
8pxr2kfmn,0.5446710010801297
futlmcuxp,0.5360091929285729
wrtahtef8,0.21738252009607004
e7ka6ycro,0.6831226983152046
g0vuysnp6,0.44417098872873606
kynddzsn7,0.4776199771272397
hxbumorux,0.34929536460592364
eailyfhg2,0.6452119648222914
ajxbosyqn,0.5009270556273853
n1plptxfv,0.6473965571472579
bcs7lxivz,0.4126971683953126
cabzwhjyo,0.7231245572818855
infjyiksf,0.7760268412880648
lgt2xkxmz,0.6230601162566495
unygwlice,0.3006339367949843
84xqcwijm,0.6512894000638816
tgfjmhlas,0.7534328505106679
xvsvwryh2,0.5861732884420208
e7ozh5stk,0.7572168660848403
izkdb7j2d,0.5814839644844862
phjnfqe3w,0.6427191912836606
7tpxfphkh,0.7312002106600958
x1em3pjl8,0.5179126064777007
dn2j2prsi,0.7328477933729136
obnosi2w7,0.3433214533079894
i7typ7hkh,0.6413713486927235
vmrrfqrw6,0.46028101791666864
j7sfvzjie,0.4127565834178003
iufqtkdur,0.62044335708345
c0kcfenv7,0.6740217201473089
s1rgfgvxw,0.5088514090579968
u1wgcwc0g,0.38473126448411665
kqrfkhzf6,0.5300112069472335
xf3oi1z15,0.27343986349196675
dlwattumm,0.8920409952556273
h1kyhyt57,0.38214998476952616
ebyhl1cuz,0.5350909364665758
l5noahe7l,0.2279213500945903
dnw4oj0pg,0.4070017711601688
csaaj8jkn,0.19111365382982987
yj6yutxnp,0.42283869261242113
gd4lz2jjo,0.32255846559371376
33ysqo7lg,0.27695724939101174
fonju8klo,0.5912220240760444
2y6ecmvbv,0.4117036265889828
pot3bzbjf,0.4170899628771581
c0jaycpqu,0.6189229080990761
eavu0pcse,0.5146638259056324
kxibcvnbi,0.598982993490273
mix36mdtm,0.3864324210735896
n7ytaa3cg,0.7000777188559908
iqzh0ho2f,0.40680581801545224
hrjwghfyc,0.7565768080326631
gngcpsddc,0.39761394527652993
vjb41ukxi,0.6317639263801411
jrr3qvaj7,0.6726039806789735
pa96jsr52,0.6982216886425587
44qmalzw9,0.13982842752015046
l26dybngl,0.5641355102594816
0n0kzfoug,0.20628454298628052
395pdyfiq,0.8538278496121642
vm9e5rjkr,0.822756533236465
onq29lio9,0.43346671708542817
kpgvy7qjn,0.35185441813944257
tzw8cvb0d,0.4625561645082832
cxutxdcqs,0.7523862888444505
xxjbg8jzi,0.7355620043468856
hsv70fh4q,0.480826776218607
losvqpvfn,0.5382434125788979
kulr4fkao,0.6374621507813071
ilplcbz4s,0.24310402862395541
qdmlg6yie,0.491994678547344
v0d9rppe8,0.39575941091336897
ssjvi3yph,0.5292719761956663
8fj9oh3ax,0.5939784139509818
xhi22clmb,0.54633624000317
y5u84c4e1,0.48746334310564804
3zdmr8pa0,0.22877788251206055
ohinczq5g,0.5143122684718703
b43vvxxq2,0.37895500806255966
skcnlguvc,0.48944475485257255
cjapogdpk,0.6364772453012001
ml9yq32sz,0.48025984955896106
ovrpt94d6,0.41991550334955513
rzbxxcx6l,0.3017490139298927
4mytzj67o,0.5305754323294944
o24uubjok,0.6088530538075352
hqkg4ynyg,0.5874864143518627
7dwkjg7cs,0.5043371337303404
91yk7glnv,0.39308928089879097
unvzm4p9r,0.6767609000772212
aephoxp7j,0.3635748660263054
6k3enjnm3,0.6199148426984701
fimbqzq3a,0.35715318641499005
qdrvgqh7g,0.3756505930777339
oghauh7ta,0.8339237473396389
zlknrrddb,0.24935469882803987
gbwn7rx8d,0.42991349548578384
uoezurxzs,0.37711836820311123
ia5aqsqit,0.465311785172373
tq90raxty,0.4373773704097731
6dugru8qv,0.4277467674430058
0z2sxfkfv,0.24137307072122485
9aibatte2,0.484269147968598
2fxktukku,0.28458991139278306
0hexfzndp,0.6992757797735905
syanyib5f,0.38704997148743797
mbnhziasi,0.6743385149983182
ohbyvtrdr,0.6967383060724007
g0oqfulgw,0.4012428848907744
mjrcqh6gc,0.5247834009302623
wcpyh9btv,0.2005344661208997
qoab9koe0,0.3800663043080603
fgmpnto4e,0.5682411817251627
t8s5xbc7z,0.3265730129990648
d3fhnfn4s,0.4924547539984972
nvotiyolf,0.4204232251741444
6qdehiyq5,0.6932888935742485
vndwchmjl,0.4937768761061476
06laejtgn,0.5731635817301794
kyo9vfvsb,0.7372520779103873
wmr67vanc,0.3804081802848885
9219d9ry0,0.4485852404101875
txc8evwah,0.5248087492788669
m2imbxfmy,0.5695940245348565
wisvceljb,0.5802994545061125
8jbqzbfjs,0.3985450370743018
scf8c3ooi,0.7337261015507025
tydjeg1lt,0.5978368072515894
hjujqnvk1,0.314879218168722
ge8b94owl,0.50293305569227
lxdwcallh,0.5882886498583917
xpekfairy,0.466119845698883
b4vzwl5lx,0.458883837963645
hs6vamuvh,0.516549799931203
0unjsem87,0.7625694407172083
qsfehoum0,0.4682981818922046
nnkh4bhoh,0.23026911713474524
wsqtt2k2p,0.36524530274454436
usxpe0xou,0.5540976756548701
o5envcqw1,0.27794630031662104
ypukya8zu,0.5929224973325055
vqlglzd0a,0.5209709324809322
lavaknyzi,0.2821959919361157
yosbvectt,0.48901835809189764
ft2hunlfv,0.6256006746736535
8ndzuhy5m,0.5708333609126156
mnmcg0imq,0.662001628642181
c8egvvqbo,0.7140540535055468
kajeixis1,0.27697413703538143
y45bfuok2,0.2237918227445122
0hkkdauac,0.39450241999838254
qsudn67m2,0.37322266254162756
